,titulo,año_estreno,popularidad
757,Til There Was You,1997,2.700061
758,Independence Day,1996,17.634197
759,Stealing Beauty,1996,6.418805
760,The Fan,1996,12.202063
761,The Hunchback of Notre Dame,1996,13.553999
762,The Cable Guy,1996,7.586577
763,Kingpin,1996,11.633347
764,Eraser,1996,6.919314
765,The Gate of Heavenly Peace,1995,0.10705
766,The Nutty Professor,1996,9.651581
767,"I, the Worst of All",1990,0.202495
768,An Unforgettable Summer,1994,0.826372
769,A Hungarian Fairy Tale,1987,0.043125
770,My Life and Times With Antonin Artaud,1993,0.000308
771,Midnight Dancers,1994,0.05956
772,Somebody to Love,1994,0.970688
773,A Very Natural Thing,1974,0.147662
774,The Old Lady Who Walked in the Sea,1991,0.573423
775,Daylight,1996,11.995799
776,The Frighteners,1996,12.09096
777,Lone Star,1996,9.069963
778,Harriet the Spy,1996,4.086563
779,Phenomenon,1996,5.575992
780,Walking and Talking,1996,0.913281
781,She's the One,1996,10.827266
782,A Time to Kill,1996,13.309013
783,American Buffalo,1996,7.031279
784,Rendezvous in Paris,1995,0.227128
785,Alaska,1996,2.318141
786,Fled,1996,3.906949
787,Kazaam,1996,8.962892
788,Magic Hunter,1994,0.091984
789,Larger Than Life,1996,3.521921
790,A Boy Called Hate,1996,1.56604
791,Power 98,1996,0.926867
792,Two Deaths,1995,0.145092
793,A Very Brady Sequel,1996,9.898696
794,Stefano Quantestorie,1993,0.036699
795,Death in the Garden,1956,1.116063
796,Hedd Wyn,1992,0.270432
797,La Collectionneuse,1967,1.683348
798,Kaspar Hauser,1993,0.000578
799,Regular Guys,1996,1.165202
800,Diebinnen,1996,0.106345
801,The Convent,1995,1.606957
802,The Adventures of Pinocchio,1996,7.523528
803,Joe's Apartment,1996,9.490858
804,The First Wives Club,1996,10.177303
805,Stonewall,1995,0.940228
806,Ransom,1996,8.772188
807,High School High,1996,4.220058
808,Phat Beach,1996,0.879852
809,Foxfire,1996,3.186891
810,Chain Reaction,1996,15.874491
811,Matilda,1996,10.034915
812,Emma,1996,6.593011
813,The Crow: City of Angels,1996,6.554679
814,House Arrest,1996,12.297782
815,Eyes Without a Face,1960,9.935891
816,Bordello of Blood,1996,3.450402
817,Lotto Land,1995,0.042365
818,The Story of Xinghua,1994,0.001652
819,The Day the Sun Turned Cold,1994,0.076062
820,Flirt,1995,1.663948
821,The Big Squeeze,1996,0.404501
822,The Spitfire Grill,1996,1.19589
823,Escape from L.A.,1996,12.229381
824,Cyclo,1995,1.781952
825,Basquiat,1996,4.797674
826,Tin Cup,1996,6.24966
827,Dingo,1991,0.124273
828,The Ballad of Narayama,1958,0.969254
829,Every Other Weekend,1990,0.629807
830,Mille bolle blu,1993,0.03537
831,Crows and Sparrows,1949,0.036478
832,The Godfather,1972,41.109264
833,Maybe... Maybe Not,1994,8.593319
834,Police Story 3: Supercop,1992,6.751864
835,Manny & Lo,1996,1.143656
836,Wife,1953,0.096079
837,Small Faces,1996,0.90913
838,Bound,1996,12.449574
839,Carpool,1996,3.714049
840,Death in Brunswick,1990,0.913987
841,Kansas City,1996,5.130136
842,Gone Fishin',1997,2.289647
843,Lover's Knot,1996,0.14315
844,Vive L'Amour,1994,1.404588
845,Shadow of Angels,1976,0.364246
846,Killer: A Journal of Murder,1996,0.705136
847,Nothing to Lose,1994,0.001771
848,Project S,1993,1.262539
849,Girls Town,1996,0.635669
850,Bye-Bye,1995,0.109406
851,The Relic,1997,7.699967
852,The Island of Dr. Moreau,1996,12.725343
853,First Kid,1996,6.510437
854,The Trigger Effect,1996,9.028947
855,Sweet Nothing,1995,0.234665
856,Bogus,1996,2.523605
857,Bulletproof,1996,7.859132
858,Talk of Angels,1998,0.978989
859,The Land Before Time III: The Time of the Great Giving,1995,6.372442
860,1-900,1994,0.062128
861,Baton Rouge,1988,0.437895
862,Halloween: The Curse of Michael Myers,1995,8.768288
863,Twelfth Night,1996,4.69668
864,Mother Night,1996,6.038784
865,Liebelei,1933,0.472479
866,Venice,2010,0.14713
867,Wild Reeds,1994,2.115268
868,For Whom the Bell Tolls,1943,14.373861
869,The Philadelphia Story,1940,8.888069
870,Singin' in the Rain,1952,11.064858
871,An American in Paris,1951,5.565203
872,Funny Face,1957,5.461487
873,Breakfast at Tiffany's,1961,10.879289
874,Vertigo,1958,18.20822
875,Rear Window,1954,17.911314
876,It Happened One Night,1934,6.465257
877,Gaslight,1944,14.545058
878,The Gay Divorcee,1934,2.863935
879,North by Northwest,1959,12.410427
880,The Apartment,1960,11.994281
881,Some Like It Hot,1959,11.845107
882,Charade,1963,7.098731
883,Casablanca,1942,13.916101
884,The Maltese Falcon,1941,5.782544
885,My Fair Lady,1964,12.494394
886,Sabrina,1954,7.359741
887,Roman Holiday,1953,11.954806
888,The Little Princess,1939,5.640722
889,Meet Me in St. Louis,1944,7.331511
890,The Wizard of Oz,1939,22.064932
891,Gone with the Wind,1939,14.240357
892,My Favorite Year,1982,2.923672
893,Sunset Boulevard,1950,11.709777
894,Citizen Kane,1941,15.811921
895,2001: A Space Odyssey,1968,22.494622
896,Golden Earrings,1947,0.949155
897,All About Eve,1950,12.06308
898,The Women,1939,5.076649
899,Rebecca,1940,8.590813
900,Foreign Correspondent,1940,9.955445
901,Notorious,1946,10.135111
902,Spellbound,1945,5.47596
903,An Affair to Remember,1957,9.813419
904,To Catch a Thief,1955,5.490505
905,Father of the Bride,1950,2.469167
906,The Band Wagon,1953,3.573935
907,Ninotchka,1939,5.120036
908,Love in the Afternoon,1957,8.196679
909,Gigi,1958,10.36311
910,The Reluctant Debutante,1958,1.954175
911,The Adventures of Robin Hood,1938,10.685036
912,The Mark of Zorro,1940,7.431939
913,Laura,1944,9.884516
914,The Ghost and Mrs. Muir,1947,3.008607
915,Lost Horizon,1937,3.166544
916,Top Hat,1935,7.122093
917,To Be or Not to Be,1942,7.274948
918,My Man Godfrey,1936,5.480098
919,Giant,1956,10.864284
920,East of Eden,1955,6.42883
921,The Thin Man,1934,10.573867
922,His Girl Friday,1940,9.88321
923,Around the World in Eighty Days,1956,6.164226
924,It's a Wonderful Life,1946,15.031588
925,Mr. Smith Goes to Washington,1939,8.168694
926,Bringing Up Baby,1938,6.60577
927,Penny Serenade,1941,2.446972
928,The Scarlet Letter,1926,0.284522
929,Lady of Burlesque,1943,0.264695
930,Of Human Bondage,1934,1.831221
931,Angel on My Shoulder,1946,0.594433
932,Little Lord Fauntleroy,1936,4.709847
933,They Made Me a Criminal,1939,1.758391
934,The Inspector General,1949,0.896505
935,Angel and the Badman,1947,8.08426
936,The 39 Steps,1935,5.865697
937,A Walk in the Sun,1945,8.85591
938,The Outlaw,1943,1.450989
939,Night of the Living Dead,1968,14.384198
940,The African Queen,1951,6.636872
941,Beat the Devil,1953,2.001733
942,Cat on a Hot Tin Roof,1958,11.794846
943,The Last Time I Saw Paris,1954,0.912955
944,Meet John Doe,1941,10.750619
945,Algiers,1938,0.348765
946,Something to Sing About,1937,0.367546
947,A Farewell to Arms,1932,1.914697
948,Moonlight Murder,1936,0.283269
949,Nothing Personal,1996,0.064512
950,"Yes, Madam",1985,1.060097
951,Dangerous Ground,1997,1.463219
952,Picnic,1955,8.500509
953,Madagascar Skin,1995,0.580724
954,The Pompatus of Love,1996,0.537795
955,Small Wonders,1995,0.00264
956,Fly Away Home,1996,5.511155
957,Bliss,1997,1.262649
958,Grace of My Heart,1996,9.364418
959,Brother of Sleep,1995,0.751733
960,Maximum Risk,1996,7.370163
961,Michael Collins,1996,6.728199
962,The Rich Man's Wife,1996,6.746475
963,Infinity,1996,1.226688
964,Big Night,1996,2.702973
965,Last Man Standing,1996,11.845918
966,Caught,1996,1.625873
967,Set It Off,1996,6.85606
968,2 Days in the Valley,1996,4.989276
969,Curdled,1996,2.781581
970,L'associé,1979,0.000308
971,Ed's Next Move,1996,0.550278
972,Extreme Measures,1996,4.990506
973,The Glimmer Man,1996,5.918737
974,D3: The Mighty Ducks,1996,5.511475
975,The Chamber,1996,3.998494
976,The Apple Dumpling Gang,1975,4.040945
977,"Davy Crockett, King of the Wild Frontier",1955,5.497359
978,Escape to Witch Mountain,1975,7.151691
979,The Love Bug,1968,10.091707
980,Herbie Rides Again,1974,4.914603
981,Old Yeller,1957,12.887829
982,The Parent Trap,1961,5.807074
983,Pollyanna,1960,3.254308
984,Homeward Bound: The Incredible Journey,1993,7.186506
985,The Shaggy Dog,1959,3.404213
986,Swiss Family Robinson,1960,4.623089
987,That Darn Cat!,1965,2.803679
988,"20,000 Leagues Under the Sea",1954,8.722406
989,Cool Runnings,1993,8.30721
990,Angels in the Outfield,1994,10.892812
991,Cinderella,1950,14.436858
992,Winnie the Pooh and the Blustery Day,1968,1.054814
993,The Three Caballeros,1944,8.702472
994,The Sword in the Stone,1963,10.636458
995,So Dear to My Heart,1948,0.901443
996,Robin Hood: Prince of Thieves,1991,10.639244
997,Mary Poppins,1964,15.11549
998,Dumbo,1941,14.655879
999,Pete's Dragon,1977,7.644722
1000,Bedknobs and Broomsticks,1971,10.362012
1001,Alice in Wonderland,1951,16.488937
1002,The Fox and the Hound,1981,10.197106
1003,Freeway,1996,7.088533
1004,The Sound of Music,1965,9.06773
1005,Die Hard,1988,16.640522
1006,The Lawnmower Man,1992,6.685948
1007,Unhook the Stars,1996,5.52185
1008,Synthetic Pleasures,1995,0.001177
1009,The Secret Agent,1996,2.943911
1010,Secrets & Lies,1996,11.223572
1011,That Thing You Do!,1996,8.685761
1012,To Gillian on Her 37th Birthday,1996,3.263681
1013,Surviving Picasso,1996,2.167132
1014,Love Is All There Is,1996,0.453988
1015,Beautiful Thing,1996,5.766163
1016,The Long Kiss Goodnight,1996,14.482345
1017,The Ghost and the Darkness,1996,10.789928
1018,Looking for Richard,1996,2.653817
1019,Trees Lounge,1996,3.464286
1020,The Proprietor,1996,0.4319
1021,Normal Life,1996,0.881187
1022,Get on the Bus,1996,5.230661
1023,Shadow Conspiracy,1997,3.733574
1024,Jude,1996,3.379677
1025,Everyone Says I Love You,1996,9.649113
1026,Bitter Sugar,1996,0.401227
1027,Romeo + Juliet,1996,11.774061
1028,Swingers,1996,6.578025
1029,Sleepers,1996,9.198283
1030,The Sunchaser,1996,2.35809
1031,Johns,1996,0.271674
1032,Aladdin and the King of Thieves,1996,8.654244
1033,The Woman in Question,1952,0.757337
1034,Shall We Dance,1937,3.786353
1035,A Damsel in Distress,1937,1.685981
1036,Crossfire,1947,3.770441
1037,"Murder, My Sweet",1944,3.433265
1038,Macao,1952,1.715751
1039,For the Moment,1993,0.347124
1040,Willy Wonka & the Chocolate Factory,1971,12.416635
1041,The Sexual Life of the Belgians,1994,0.297781
1042,The Innocents,1961,7.667964
1043,Sleeper,1973,6.048904
1044,Bananas,1971,4.331819
1045,A Fish Called Wanda,1988,11.400353
1046,Life of Brian,1979,10.714173
1047,Victor/Victoria,1982,5.378996
1048,The Candidate,1972,11.862375
1049,The Great Race,1965,4.473327
1050,Bonnie and Clyde,1967,12.109198
1051,The Old Man and the Sea,1958,1.728104
1052,Dial M for Murder,1954,7.853231
1053,Madame Butterfly,1995,0.1489
1054,Dirty Dancing,1987,14.044122
1055,Reservoir Dogs,1992,12.22034
1056,Platoon,1986,18.206972
1057,Weekend at Bernie's,1989,8.051891
1058,Basic Instinct,1992,16.628427
1059,The Doors,1991,7.829619
1060,The Crying Game,1992,7.404329
1061,Glengarry Glen Ross,1992,6.792215
1062,Sophie's Choice,1982,15.417202
1063,E.T. the Extra-Terrestrial,1982,19.358546
1064,The Search for One-eye Jimmy,1994,0.617014
1065,A Christmas Carol,1938,1.896952
1066,Days of Thunder,1990,7.046753
1067,Top Gun,1986,20.301019
1068,American Strays,1996,0.51063
1069,Rebel Without a Cause,1955,10.968169
1070,A Streetcar Named Desire,1951,7.301719
1071,Children of the Corn IV: The Gathering,1996,7.97048
1072,The Leopard Son,1996,0.002079
1073,Charm's  Incidents,1996,0.001193
1074,Bird of Prey,1995,0.564117
1075,Microcosmos,1996,10.793031
1076,Palookaville,1995,1.669597
1077,The Associate,1996,3.277612
1078,The Funeral,1996,2.772039
1079,The Sleepover,2013,0.135596
1080,A Single Girl,1995,1.813577
1081,The Eighth Day,1996,2.887239
1082,North Star,1996,2.753163
1083,Drunks,1997,0.587824
1084,The People vs. Larry Flynt,1996,9.178371
1085,Glory Daze,1995,10.738755
1086,A Perfect Candidate,1996,0.112669
1087,On Golden Pond,1981,12.252186
1088,The Return of the Pink Panther,1975,6.501177
1089,Drop Dead Fred,1991,7.88101
1090,The Abyss,1989,9.809585
1091,The Fog,1980,9.194572
1092,Escape from New York,1981,10.124544
1093,The Howling,1981,6.715512
1094,Jean de Florette,1986,4.883274
1095,Manon of the Spring,1986,5.939394
1096,Johnny 100 Pesos,1993,0.149107
1097,Private Benjamin,1980,11.431866
1098,Monty Python and the Holy Grail,1975,10.43389
1099,Hustler White,1996,1.068288
1100,Dadetown,1995,0.037353
1101,Everything Relative,1996,0.104276
1102,Entertaining Angels - The Dorothy Day Story,1996,0.051135
1103,Three Lives and Only One Death,1996,1.163947
1104,The Line King: The Al Hirschfeld Story,1996,0.001663
1105,Snowriders,1996,0.001223
1106,Curtis's Charm,1995,0.001648
1107,When We Were Kings,1996,3.60795
1108,The Wrong Trousers,1993,7.771233
1109,JLG/JLG: Self-Portrait in December,1995,0.441965
1110,The Return of Martin Guerre,1982,1.233692
1111,Faust,1994,1.892008
1112,He Walked by Night,1948,2.3353
1113,Raw Deal,1948,10.091381
1114,T-Men,1947,4.237738
1115,The Children Are Watching Us,1944,0.412633
1116,Pastoral Symphony,1946,0.206154
1117,Here Comes Cookie,1935,0.083133
1118,Love In Bloom,1935,0.003387
1119,Six of a Kind,1934,0.52878
1120,The Tin Drum,1979,5.614456
1121,The Ruling Class,1972,2.186663
1122,Mina Tannenbaum,1994,0.400813
1123,2 or 3 Things I Know About Her,1967,7.273791
1124,The Bloody Child,1996,0.001287
1125,Dear God,1996,1.952957
1126,Bad Moon,1996,2.661026
1127,American Dream,1990,0.075885
1128,Best of the Best 3: No Turning Back,1995,1.567945
1129,Bob Roberts,1992,3.041772
1130,Cinema Paradiso,1988,14.177005
1131,"The Cook, the Thief, His Wife & Her Lover",1989,5.970136
1132,Dead Tired,1994,0.665616
1133,Delicatessen,1991,12.565447
1134,The Double Life of Veronique,1991,9.661817
1135,Enchanted April,1991,2.400185
1136,Paths of Glory,1957,8.548518
1137,The Grifters,1990,10.809693
1138,Hear My Song,1991,0.003977
1139,The Shooter,1997,0.112249
1140,The English Patient,1996,15.564161
1141,Mediterraneo,1991,5.557759
1142,My Left Foot: The Story of Christy Brown,1989,5.841931
1143,"Sex, Lies, and Videotape",1989,12.293656
1144,Passion Fish,1992,5.367604
1145,Strictly Ballroom,1992,3.233531
1146,The Thin Blue Line,1988,5.070224
1147,Tie Me Up! Tie Me Down!,1989,10.788319
1148,Madonna: Truth or Dare,1991,1.325299
1149,Paris is Burning,1990,4.101295
1150,One Flew Over the Cuckoo's Nest,1975,35.529554
1151,Up in Smoke,1978,7.194364
1152,The Empire Strikes Back,1980,19.470959
1153,The Princess Bride,1987,15.15267
1154,Raiders of the Lost Ark,1981,19.901576
1155,Brazil,1985,9.837287
1156,Aliens,1986,21.761179
1157,"The Good, the Bad and the Ugly",1966,16.788787
1158,Withnail & I,1987,14.316459
1159,12 Angry Men,1957,16.503959
1160,Lawrence of Arabia,1962,10.893332
1161,A Clockwork Orange,1971,17.112594
1162,To Kill a Mockingbird,1962,14.284787
1163,Apocalypse Now,1979,13.5963
1164,Once Upon a Time in the West,1968,15.589351
1165,Return of the Jedi,1983,14.586087
1166,Wings of Desire,1987,6.357321
1167,The Third Man,1949,8.513889
1168,GoodFellas,1990,15.424092
1169,Alien,1979,23.37742
1170,Army of Darkness,1992,10.704612
1171,The Big Blue,1988,13.503815
1172,Ran,1985,12.250232
1173,The Killer,1989,8.019837
1174,Psycho,1960,36.826309
1175,The Blues Brothers,1980,10.076901
1176,The Godfather: Part II,1974,36.629307
1177,Full Metal Jacket,1987,13.94148
1178,A Grand Day Out,1990,7.617298
1179,Henry V,1989,7.307967
1180,Amadeus,1984,12.677592
1181,The Quiet Man,1952,8.762386
1182,Once Upon a Time in America,1984,32.182851
1183,Raging Bull,1980,8.868558
1184,Annie Hall,1977,18.146043
1185,The Right Stuff,1983,14.902397
1186,Stalker,1979,7.787515
1187,Das Boot,1981,8.80338
1188,The Sting,1973,12.016821
1189,Harold and Maude,1971,10.878112
1190,Trust,1990,4.085688
1191,The Seventh Seal,1957,6.47828
1192,Local Hero,1983,10.636074
1193,The Terminator,1984,19.293562
1194,Braindead,1992,13.645568
1195,Glory,1989,7.521346
1196,Rosencrantz & Guildenstern Are Dead,1991,5.088457
1197,Manhattan,1979,12.050759
1198,Miller's Crossing,1990,7.495853
1199,Dead Poets Society,1989,19.905716
1200,The Graduate,1967,12.057829
1201,Touch of Evil,1958,9.665347
1202,La Femme Nikita,1990,6.586401
1203,The Bridge on the River Kwai,1957,8.851646
1204,8½,1963,6.747516
1205,Chinatown,1974,12.29227
1206,The Day the Earth Stood Still,1951,9.360003
1207,The Treasure of the Sierra Madre,1948,8.070589
1208,Bad Taste,1987,7.409599
1209,Duck Soup,1933,6.819957
1210,Better Off Dead...,1985,8.994189
1211,The Shining,1980,19.611589
1212,Stand by Me,1986,15.206957
1213,M,1931,12.752421
1214,Evil Dead II,1987,13.520764
1215,The Great Escape,1963,14.384114
1216,The Deer Hunter,1978,7.729445
1217,Diva,1981,2.211854
1218,Groundhog Day,1993,12.989627
1219,Unforgiven,1992,10.942149
1220,The Manchurian Candidate,1962,7.991677
1221,Pump up the Volume,1990,4.289341
1222,Arsenic and Old Lace,1944,13.99011
1223,Back to the Future,1985,25.778509
1224,Fried Green Tomatoes,1991,6.584254
1225,Patton,1970,14.382289
1226,Down by Law,1986,8.843551
1227,Akira,1988,10.888917
1228,Highlander,1986,16.870392
1229,Cool Hand Luke,1967,9.718713
1230,Cyrano de Bergerac,1990,5.0399
1231,Young Frankenstein,1974,9.339316
1232,Night on Earth,1991,8.291886
1233,Raise the Red Lantern,1991,7.948888
1234,The Great Dictator,1940,9.241748
1235,Fantasia,1940,8.03796
1236,High Noon,1952,16.715935
1237,The Big Sleep,1946,6.987617
1238,Heathers,1988,13.311827
1239,Somewhere in Time,1980,5.429213
1240,Ben-Hur,1959,14.319743
1241,This Is Spinal Tap,1984,13.981499
1242,Koyaanisqatsi,1982,8.802715
1243,Some Kind of Wonderful,1987,10.208658
1244,Indiana Jones and the Last Crusade,1989,14.788987
1245,Being There,1979,12.320636
1246,Gandhi,1982,12.383755
1247,The Unbearable Lightness of Being,1988,6.815147
1248,A Room with a View,1985,6.175166
1249,Real Genius,1985,11.959887
1250,Pink Floyd: The Wall,1982,6.773407
1251,The Killing Fields,1984,11.460364
1252,My Life as a Dog,1985,4.195896
1253,Forbidden Planet,1956,6.379966
1254,Field of Dreams,1989,16.759454
1255,The Man Who Would Be King,1975,6.189816
1256,Butch Cassidy and the Sundance Kid,1969,6.714577
1257,"Paris, Texas",1984,11.635837
1258,Until the End of the World,1991,2.14652
1259,When Harry Met Sally...,1989,8.34322
1260,I Shot a Man in Vegas,1996,0.005055
1261,Parallel Sons,1995,0.264398
1262,Hype!,1996,3.465337
1263,Santa with Muscles,1996,7.378936
1264,Female Perversions,1996,2.273475
1265,Mad Dog Time,1996,0.768894
1266,Breathing Room,1996,0.028988
1267,Paris Was a Woman,1996,0.036471
1268,I'm Not Rappaport,1996,0.659056
1269,Blue Juice,1995,2.199462
1270,Kids of Survival,1996,0.001178
1271,Alien³,1992,17.126768
1272,An American Werewolf in London,1981,13.390802
1273,Amityville: It's About Time,1992,2.418256
1274,Amityville 3-D,1983,7.893775
1275,Amityville: Dollhouse,1996,2.357522
1276,Amityville: A New Generation,1993,6.401828
1277,Amityville II: The Possession,1982,12.10181
1278,The Amityville Horror,1979,14.00318
1279,The Amityville Curse,1989,2.416489
1280,Blood for Dracula,1974,1.825571
1281,April Fool's Day,1986,10.301342
1282,Audrey Rose,1977,5.862098
1283,The Believers,1987,3.321608
1284,The Birds,1963,11.591462
1285,The Blob,1958,7.079055
1286,Blood Beach,1980,2.232045
1287,Body Parts,1991,3.518972
1288,The Body Snatcher,1945,2.257383
1289,Dracula,1992,16.777675
1290,Bride of Frankenstein,1935,7.000417
1291,Burnt Offerings,1976,2.877095
1292,Candyman,1992,12.721362
