,titulo,fecha_estreno,retorno,presupuesto,recaudaccion,director
362,The Mask,1994-07-29,15.2862,23000000,351583407.0,Chuck Russell
363,Maverick,1994-05-20,0.0,0,0.0,Richard Donner
364,Mrs. Parker and the Vicious Circle,1994-09-07,0.0,0,0.0,Alan Rudolph
365,The Naked Gun 33⅓: The Final Insult,1994-03-18,1.7044,30000000,51132598.0,Peter Segal
366,The Paper,1994-03-18,0.0,6000000,0.0,Ron Howard
367,Reality Bites,1994-02-18,1.7461,11500000,20079850.0,Ben Stiller
368,Red Rock West,1993-07-08,0.25,8000000,2000000.0,John Dahl
369,Ri¢hie Ri¢h,1994-12-19,0.0,40000000,0.0,Donald Petrie
370,Safe Passage,1994-12-01,0.0,0,0.0,Robert Allan Ackerman
371,The River Wild,1994-09-30,0.0,45000000,0.0,Curtis Hanson
372,Speed,1994-06-09,11.6816,30000000,350448145.0,Jan de Bont
373,Speechless,1994-12-16,0.0,0,0.0,Ron Underwood
374,Timecop,1994-09-15,3.7647,27000000,101646581.0,Peter Hyams
375,True Lies,1994-07-14,3.2946,115000000,378882411.0,James Cameron
376,When a Man Loves a Woman,1994-04-29,0.0,0,50021959.0,Luis Mandoki
377,Wolf,1994-06-17,0.0,0,0.0,Mike Nichols
378,Wyatt Earp,1994-06-24,0.3977,63000000,25052000.0,Lawrence Kasdan
379,Bad Company,1995-01-20,0.0,0,0.0,Damian Harris
380,A Man of No Importance,1994-12-22,0.0,0,953.0,Suri Krishnamma
381,S.F.W.,1994-09-15,0.0,0,0.0,Jefery Levy
382,A Low Down Dirty Shame,1994-11-23,2.9392,10000000,29392418.0,Keenen Ivory Wayans
383,"Boys Life: Three Stories of Love, Lust, and Liberation",1994-09-30,0.0,0,0.0,"Robert Lee King, Brian Sloan, Raoul O'Connell"
384,Colonel Chabert,1994-01-01,0.0,0,0.0,Yves Angelo
385,"Faster, Pussycat! Kill! Kill!",1965-08-06,0.0,45000,0.0,Russ Meyer
386,Jason's Lyric,1994-09-28,2.9788,7000000,20851521.0,Doug McHenry
387,The Secret Adventures of Tom Thumb,1993-12-10,0.0,0,0.0,Dave Borthwick
388,Street Fighter,1994-12-22,2.8407,35000000,99423521.0,Steven E. de Souza
389,Coldblooded,1995-09-15,0.0,0,0.0,Wallace Wolodarsky
390,Desert Winds,1997-12-31,0.0,0,0.0,Michael A. Nickles
391,Fall Time,1995-05-13,0.0,0,0.0,Paul Warner
392,The Fear,1995-01-20,0.0,0,0.0,Vincent Robert
393,Frank and Ollie,1995-10-20,0.0,0,0.0,Theodore Thomas
394,Girl in the Cadillac,1995-10-24,0.0,0,0.0,Lucas Platt
395,Homage,1995-05-03,0.0,0,0.0,Ross Kagan Marks
396,Mirage,1995-11-21,0.0,0,0.0,Paul Williams
397,Open Season,1996-05-03,0.0,0,0.0,Robert Wuhl
398,Dos Crímenes,1995-05-26,0.0,0,0.0,Roberto Sneider
399,Brother Minister: The Assassination of Malcolm X,1995-03-01,0.0,0,0.0,"Jack Baxter, Jefri Aalmuhammed"
400,Highlander: The Final Dimension,1994-11-29,1.4154,26000000,36800000.0,Andrew Morahan
401,Federal Hill,1995-02-24,0.0,0,0.0,Michael Corrente
402,In the Mouth of Madness,1994-12-12,1.1183,8000000,8946600.0,John Carpenter
403,8 Seconds,1994-02-25,0.0,0,0.0,John G. Avildsen
404,Above the Rim,1994-03-23,0.0,0,0.0,Jeff Pollack
405,Addams Family Values,1993-11-19,0.0,0,48919043.0,Barry Sonnenfeld
406,Martin Lawrence: You So Crazy,1994-04-27,0.0,0,0.0,Thomas Schlamme
407,The Age of Innocence,1993-09-17,0.9487,34000000,32255440.0,Martin Scorsese
408,Airheads,1994-08-05,0.0,0,0.0,Michael Lehmann
409,The Air Up There,1994-01-07,1.2302,17080000,21011500.0,Paul Michael Glaser
410,Another Stakeout,1993-07-22,0.0,0,0.0,John Badham
411,Bad Girls,1994-04-22,0.0,0,15240435.0,Jonathan Kaplan
412,Barcelona,1994-07-29,0.0,3200000,0.0,Whit Stillman
413,Being Human,1994-05-06,0.0,40000000,0.0,Bill Forsyth
414,The Beverly Hillbillies,1993-10-15,0.0,0,0.0,Penelope Spheeris
415,Beverly Hills Cop III,1994-05-24,2.3842,50000000,119208989.0,John Landis
416,Black Beauty,1994-07-29,0.0,0,0.0,Caroline Thompson
417,Blink,1994-01-26,0.0,0,16668552.0,Michael Apted
418,Blown Away,1994-07-01,0.0,0,30156002.0,Stephen Hopkins
419,Blue Chips,1994-02-18,0.0,0,0.0,William Friedkin
420,Blue Sky,1994-09-16,0.0,0,0.0,Tony Richardson
421,Body Snatchers,1993-06-09,0.033,13000000,428868.0,Abel Ferrara
422,Boxing Helena,1993-06-18,0.0,0,1796389.0,Jennifer Chambers Lynch
423,A Bronx Tale,1993-09-14,0.7858,22000000,17287898.0,Robert De Niro
424,Cabin Boy,1994-01-07,0.0,0,3662459.0,Adam Resnick
425,Calendar Girl,1993-09-03,0.1977,13000000,2570145.0,John Whitesell
426,Carlito's Way,1993-11-10,1.2172,30000000,36516012.0,Brian De Palma
427,City Slickers II: The Legend of Curly's Gold,1994-06-10,0.0,0,0.0,Paul Weiland
428,Clean Slate,1994-05-06,0.0,0,7355425.0,Mick Jackson
429,Cliffhanger,1993-05-28,3.6429,70000000,255000211.0,Renny Harlin
430,Coneheads,1993-07-23,0.0,0,0.0,Steve Barron
431,Color of Night,1994-08-19,0.4932,40000000,19726050.0,Richard Rush
432,Cops & Robbersons,1994-04-15,0.0,0,0.0,Michael Ritchie
433,The Cowboy Way,1994-06-03,0.0,0,0.0,Gregg Champion
434,Dangerous Game,1993-11-19,0.0,0,0.0,Abel Ferrara
435,Dave,1993-05-07,0.0,0,63000000.0,Ivan Reitman
436,Dazed and Confused,1993-09-24,1.1584,6900000,7993039.0,Richard Linklater
437,Demolition Man,1993-10-08,2.7905,57000000,159055768.0,Marco Brambilla
438,The Endless Summer 2,1994-06-03,0.0,0,0.0,Bruce Brown
439,Even Cowgirls Get the Blues,1994-05-13,0.0,8000000,0.0,Gus Van Sant
440,Fatal Instinct,1993-10-29,0.0,0,0.0,Carl Reiner
441,Farewell My Concubine,1993-09-16,0.0,0,0.0,Chen Kaige
442,The Favor,1994-04-29,0.0,0,0.0,Donald Petrie
443,Fearless,1993-10-15,0.0,0,0.0,Peter Weir
444,Fear of a Black Hat,1994-10-28,0.0,0,0.0,Rusty Cundieff
445,With Honors,1994-04-29,0.0,0,0.0,Alek Keshishian
446,Flesh and Bone,1993-11-05,0.0,0,9488998.0,Steve Kloves
447,Widows' Peak,1994-05-13,0.0,0,0.0,John Irvin
448,For Love or Money,1993-10-01,0.3715,30000000,11146270.0,Barry Sonnenfeld
449,The Firm,1993-06-30,6.4345,42000000,270248367.0,Sydney Pollack
450,Free Willy,1993-07-16,7.6849,20000000,153698625.0,Simon Wincer
451,Fresh,1994-08-24,0.0,0,0.0,Boaz Yakin
452,The Fugitive,1993-08-06,8.3835,44000000,368875760.0,Andrew Davis
453,Geronimo: An American Legend,1993-12-10,0.5324,35000000,18635620.0,Walter Hill
454,The Getaway,1994-02-11,0.0,0,30.0,Roger Donaldson
455,Getting Even with Dad,1994-06-17,0.0,30000000,0.0,Howard Deutch
456,Go Fish,1994-06-10,0.0,0,0.0,Rose Troche
457,A Good Man in Africa,1994-07-14,0.0,0,0.0,Bruce Beresford
458,Guilty as Sin,1993-06-04,0.0,0,22886222.0,Sidney Lumet
459,Hard Target,1993-08-20,4.1216,18000000,74189677.0,John Woo
460,Heaven & Earth,1993-12-24,0.0,33000000,0.0,Oliver Stone
461,Hot Shots! Part Deux,1993-05-21,5.3501,25000000,133752825.0,Jim Abrahams
462,Live Nude Girls,1995-12-08,0.0,0,0.0,Julianna Lavin
463,The Englishman Who Went Up a Hill But Came Down a Mountain,1995-05-12,0.0,0,0.0,Christopher Monger
464,The House of the Spirits,1993-10-19,0.0,25000000,0.0,Bille August
465,House Party 3,1994-01-01,0.0,0,0.0,Eric Meza
466,The Hudsucker Proxy,1994-03-11,0.0,30000000,0.0,Joel Coen
467,I'll Do Anything,1994-02-04,0.0,40000000,0.0,James L. Brooks
468,In the Army Now,1994-08-12,0.0,0,28881266.0,"Daniel Petrie, Jr."
469,In the Line of Fire,1993-07-08,4.4249,40000000,176997168.0,Wolfgang Petersen
470,In the Name of the Father,1993-12-12,5.0613,13000000,65796862.0,Jim Sheridan
471,The Inkwell,1994-04-22,0.0,0,8880705.0,Matty Rich
472,What's Love Got to Do with It,1993-06-09,0.0,0,0.0,Brian Gibson
473,Jimmy Hollywood,1994-03-30,0.0,30000000,0.0,Barry Levinson
474,Judgment Night,1993-10-15,0.0,0,12136938.0,Stephen Hopkins
475,Jurassic Park,1993-06-11,14.6048,63000000,920100000.0,Steven Spielberg
476,Kalifornia,1993-09-01,0.2661,9000000,2395231.0,Dominic Sena
477,Killing Zoe,1993-10-01,0.2793,1500000,418961.0,Roger Avary
478,King of the Hill,1993-08-20,0.0,0,0.0,Steven Soderbergh
479,Lassie,1994-07-22,0.0,0,0.0,Daniel Petrie
480,Last Action Hero,1993-06-18,1.6153,85000000,137298489.0,John McTiernan
481,Life With Mikey,1993-06-04,0.0,0,0.0,James Lapine
482,Lightning Jack,1994-03-11,0.0,0,0.0,"Simon Wincer, Paul Hogan, Greg Coote"
483,M. Butterfly,1993-09-09,0.0,0,1499795.0,David Cronenberg
484,Made in America,1993-05-27,0.0,22000000,0.0,Richard Benjamin
485,Malice,1993-09-29,0.0,0,46405336.0,Harold Becker
486,The Man without a Face,1993-08-25,0.0,0,24760338.0,Mel Gibson
487,Manhattan Murder Mystery,1993-08-18,0.836,13500000,11285588.0,Woody Allen
488,Menace II Society,1993-05-26,7.9714,3500000,27900000.0,"Albert Hughes, Allen Hughes"
489,Executive Decision,1996-03-15,2.2176,55000000,121969216.0,Stuart Baird
490,In the Realm of the Senses,1976-05-15,0.0,0,0.0,Nagisa Ōshima
491,What Happened Was...,1994-09-09,0.0,0,0.0,Tom Noonan
492,Much Ado About Nothing,1993-05-07,0.0,8000000,0.0,Kenneth Branagh
493,Mr. Jones,1993-10-08,0.0,0,0.0,Mike Figgis
494,Mr. Wonderful,1993-10-15,0.0,0,0.0,Anthony Minghella
495,Mrs. Doubtfire,1993-11-24,17.6514,25000000,441286195.0,Chris Columbus
496,Naked,1993-09-14,0.0,0,0.0,Mike Leigh
497,The Next Karate Kid,1994-07-18,1.3189,12000000,15826984.0,Christopher Cain
498,The New Age,1994-09-16,0.0,0,0.0,Michael Tolkin
499,No Escape,1994-04-29,0.767,20000000,15340000.0,Martin Campbell
500,North,1994-07-22,0.0,40000000,0.0,Rob Reiner
501,Orlando,1992-09-01,0.0,4000000,0.0,Sally Potter
502,A Perfect World,1993-11-24,4.5044,30000000,135130999.0,Clint Eastwood
503,Philadelphia,1993-12-22,7.9492,26000000,206678440.0,Jonathan Demme
504,The Piano,1993-05-19,16.6714,7000000,116700000.0,Jane Campion
505,Poetic Justice,1993-07-23,1.9654,14000000,27515786.0,John Singleton
506,The Program,1993-09-24,0.0,0,23042200.0,David S. Ward
507,The Puppet Masters,1994-10-21,0.0,0,8638072.0,Stuart Orme
508,Radioland Murders,1994-10-21,0.0,0,0.0,Mel Smith
509,The Ref,1994-03-09,1.0399,11000000,11439193.0,Ted Demme
510,The Remains of the Day,1993-11-05,2.0207,11500000,23237911.0,James Ivory
511,Renaissance Man,1994-06-03,0.6083,40000000,24332324.0,Penny Marshall
512,Rising Sun,1993-07-30,0.0,0,107198790.0,Philip Kaufman
513,The Road to Wellville,1994-10-28,0.0,0,0.0,Alan Parker
514,RoboCop 3,1993-04-17,0.4862,22000000,10696210.0,Fred Dekker
515,Robin Hood: Men in Tights,1993-07-28,1.787,20000000,35739755.0,Mel Brooks
516,Romeo Is Bleeding,1993-09-13,0.2848,11500000,3275585.0,Peter Medak
517,Romper Stomper,1992-03-05,0.0,0,0.0,Geoffrey Wright
518,Ruby in Paradise,1993-10-08,1.2518,800000,1001437.0,Victor Nunez
519,Rudy,1993-09-17,1.8959,12000000,22750363.0,David Anspaugh
520,The Saint of Fort Washington,1993-11-03,0.0,0,0.0,Tim Hunter
521,Savage Nights,1992-08-19,0.0,0,0.0,Cyril Collard
522,Schindler's List,1993-11-29,14.6075,22000000,321365567.0,Steven Spielberg
523,The Scout,1994-09-30,0.0,0,0.0,Michael Ritchie
524,Searching for Bobby Fischer,1993-08-13,0.0,0,7266383.0,Steven Zaillian
525,Second Best,1994-09-30,0.0,0,0.0,Chris Menges
526,The Secret Garden,1993-08-13,0.0,0,0.0,Agnieszka Holland
527,Serial Mom,1994-04-13,0.6016,13000000,7820688.0,John Waters
528,The Shadow,1994-07-01,1.9225,25000000,48063435.0,Russell Mulcahy
529,Shadowlands,1993-12-25,0.0,22000000,0.0,Richard Attenborough
530,Short Cuts,1993-09-05,0.0,0,6110979.0,Robert Altman
531,A Simple Twist of Fate,1994-09-02,0.0,0,0.0,Gillies MacKinnon
532,Sirens,1993-10-01,0.0,0,7770731.0,John Duigan
533,Six Degrees of Separation,1993-12-08,0.0,0,0.0,Fred Schepisi
534,Sleepless in Seattle,1993-06-24,10.8476,21000000,227799884.0,Nora Ephron
535,Sliver,1993-05-21,2.9075,40000000,116300000.0,Phillip Noyce
536,Blade Runner,1982-06-25,1.1836,28000000,33139618.0,Ridley Scott
537,Son in Law,1993-07-02,0.0,0,36448200.0,Steve Rash
538,So I Married an Axe Murderer,1993-07-30,0.5793,20000000,11585483.0,Thomas Schlamme
539,Striking Distance,1993-09-17,0.0,30,0.0,Rowdy Herrington
540,Harem,1985-11-20,0.0,0,0.0,Arthur Joffé
541,Super Mario Bros.,1993-05-28,0.4357,48000000,20915465.0,"Annabel Jankel, Rocky Morton"
542,Surviving the Game,1994-04-15,1.0392,7400000,7690013.0,Ernest R. Dickerson
543,Terminal Velocity,1994-09-23,0.3296,50000000,16478900.0,Deran Sarafian
544,Thirty Two Short Films About Glenn Gould,1993-11-26,0.0,0,0.0,François Girard
545,Threesome,1994-04-08,0.0,0,0.0,Andrew Fleming
546,The Nightmare Before Christmas,1993-10-09,4.2019,18000000,75634409.0,Henry Selick
547,The Three Musketeers,1993-11-11,1.7966,30000000,53898845.0,Stephen Herek
548,Tombstone,1993-12-25,2.2602,25000000,56505065.0,George P. Cosmatos
549,Trial by Jury,1994-09-09,0.0,0,0.0,Heywood Gould
550,True Romance,1993-09-09,0.9825,12500000,12281551.0,Tony Scott
551,The War Room,1993-12-05,0.0,0,0.0,"D.A. Pennebaker, Chris Hegedus"
552,The Pagemaster,1994-11-23,0.5063,27000000,13670688.0,"Joe Johnston, Pixote Hunt, Maurice Hunt"
553,"Paris, France",1994-02-04,0.0,0,0.0,Jerry Ciccoritti
554,"The Beans of Egypt, Maine",1994-01-01,0.0,0,0.0,Jennifer Warren
555,Killer,1994-09-14,0.0,0,0.0,Mark Malone
556,Welcome to the Dollhouse,1995-05-24,0.0,0,0.0,Todd Solondz
557,Germinal,1993-09-29,0.0,0,0.0,Claude Berri
558,Chasers,1994-04-22,0.0,0,1596687.0,Dennis Hopper
559,Cronos,1993-09-12,0.0,0,0.0,Guillermo del Toro
560,Naked in New York,1993-11-10,0.0,0,0.0,Daniel Algrant
561,Kika,1993-10-28,0.0,0,0.0,Pedro Almodóvar
562,Bhaji on the Beach,1994-01-21,0.0,0,0.0,Gurinder Chadha
563,Little Big League,1994-06-29,0.0,0,0.0,Andrew Scheinman
564,The Slingshot,1993-09-24,0.0,0,0.0,Åke Sandgren
565,Wide Eyed and Legless,1993-09-05,0.0,0,0.0,Richard Loncraine
566,Foreign Student,1994-07-29,0.0,0,0.0,Eva Sereny
567,"Ciao, Professore!",1992-10-01,0.0,0,0.0,Lina Wertmüller
568,Spanking the Monkey,1994-01-15,0.0,200000,0.0,David O. Russell
569,The Little Rascals,1994-08-05,0.0,0,67308282.0,Penelope Spheeris
570,À la mode,1993-09-10,0.0,0,0.0,Rémy Duchemin
571,Andre,1994-08-17,0.0,0,0.0,George T. Miller
572,The Escort,1993-01-01,0.0,0,0.0,Ricky Tognazzi
573,Princess Caraboo,1994-09-16,0.0,0,3021629.0,Michael Austin
574,The Celluloid Closet,1996-01-30,0.0,0,0.0,"Rob Epstein, Jeffrey Friedman"
575,Café au Lait,1993-01-01,0.0,0,0.0,Mathieu Kassovitz
576,Dear Diary,1993-10-12,0.0,0,0.0,Nanni Moretti
577,I Don't Want to Talk About It,1993-05-20,0.0,0,0.0,María Luisa Bemberg
578,The Brady Bunch Movie,1995-02-16,0.0,0,0.0,Betty Thomas
579,Home Alone,1990-11-09,26.4825,18000000,476684675.0,Chris Columbus
580,Ghost,1990-07-12,22.9545,22000000,505000000.0,Jerry Zucker
581,Aladdin,1992-11-25,18.0018,28000000,504050219.0,"Ron Clements, John Musker"
582,Terminator 2: Judgment Day,1991-07-01,5.2,100000000,520000000.0,James Cameron
583,Dances with Wolves,1990-11-09,19.2822,22000000,424208848.0,Kevin Costner
584,Tough and Deadly,1995-02-14,0.0,0,0.0,Steve Cohen
585,Batman,1989-06-23,11.7528,35000000,411348924.0,Tim Burton
586,The Silence of the Lambs,1991-02-01,14.3549,19000000,272742922.0,Jonathan Demme
587,Snow White and the Seven Dwarfs,1937-12-20,124.2426,1488423,184925486.0,David Hand
588,Beauty and the Beast,1991-11-13,15.094,25000000,377350553.0,"Gary Trousdale, Kirk Wise"
589,Pinocchio,1940-02-23,32.4231,2600000,84300000.0,"Hamilton Luske, Ben Sharpsteen"
590,Pretty Woman,1990-03-23,33.0714,14000000,463000000.0,Garry Marshall
591,Window to Paris,1993-12-01,0.0,0,0.0,Yuri Mamin
592,The Wild Bunch,1969-06-17,0.1023,6244087,638641.0,Sam Peckinpah
593,Love and a .45,1994-11-23,0.0,0,0.0,C.M. Talkington
594,The Wooden Man's Bride,1994-02-05,0.0,0,0.0,Huang Jianxin
595,A Great Day in Harlem,1994-09-27,0.0,0,0.0,Jean Bach
596,Bye Bye Love,1995-03-16,0.0,0,0.0,Sam Weisman
597,One Fine Day,1996-12-20,0.0,0,97529550.0,Michael Hoffman
598,Candyman: Farewell to the Flesh,1995-03-17,0.0,0,13940383.0,Bill Condon
599,Century,1993-12-31,0.0,0,0.0,Stephen Poliakoff
600,Fargo,1996-04-05,8.6589,7000000,60611975.0,Joel Coen
601,Homeward Bound II: Lost in San Francisco,1996-03-08,0.0,0,32709423.0,David R. Ellis
602,Heavy Metal,1981-08-07,0.0,9300000,0.0,Gerald Potterton
603,Hellraiser: Bloodline,1996-03-08,4.1688,4000000,16675000.0,"Kevin Yagher, Joe Chappelle"
604,The Pallbearer,1996-05-03,0.0,8000000,0.0,Matt Reeves
605,Jane Eyre,1996-02-09,0.0,0,0.0,Franco Zeffirelli
606,Loaded,1996-04-12,0.0,500000,0.0,Anna Campion
607,Bread and Chocolate,1974-05-05,0.0,0,0.0,Franco Brusati
608,The Aristocats,1970-12-23,13.9188,4000000,55675257.0,Wolfgang Reitherman
609,The Flower of My Secret,1995-09-22,0.0,0,0.0,Pedro Almodóvar
610,Two Much,1996-02-14,0.0,0,0.0,Fernando Trueba
611,Ed,1996-03-15,0.0,0,0.0,Bill Couturié
612,Scream of Stone,1991-01-01,0.0,0,0.0,Werner Herzog
613,My Favorite Season,1993-05-14,0.0,0,0.0,André Téchiné
615,Condition Red,1995-12-08,0.0,0,0.0,Mika Kaurismäki
616,Halfaouine: Boy of the Terraces,1990-01-01,0.0,0,0.0,Férid Boughedir
617,A Thin Line Between Love and Hate,1996-04-04,0.0,0,0.0,Martin Lawrence
618,The Last Supper,1995-09-08,0.0,0,442965.0,Stacy Title
619,Primal Fear,1996-04-03,3.4205,30000000,102616183.0,Gregory Hoblit
620,Rude,1995-09-08,0.0,0,0.0,Clément Virgo
621,Carried Away,1996-01-26,0.0,0,0.0,Bruno Barreto
622,All Dogs Go to Heaven 2,1996-03-29,0.0,0,8620678.0,"Paul Sabella, Larry Leker"
623,Land and Freedom,1995-01-01,0.0,0,0.0,Ken Loach
624,Denise Calls Up,1995-05-17,0.0,0,0.0,Hal Salwen
625,Theodore Rex,1995-12-14,0.0,33500000,0.0,Jonathan R. Betuel
626,A Family Thing,1996-03-29,0.0,0,0.0,Richard Pearce
627,Frisk,1996-03-22,0.0,0,0.0,Todd Verow
628,Sgt. Bilko,1996-03-29,0.0,0,0.0,Jonathan Lynn
629,Jack & Sarah,1995-06-02,0.0,0,218626.0,Tim Sullivan
630,Girl 6,1996-03-22,0.4117,12000000,4939939.0,Spike Lee
631,Diabolique,1996-03-22,0.0,0,0.0,Jeremiah S. Chechik
632,"Little Indian, Big City",1994-12-14,0.0,0,0.0,Hervé Palud
633,Roula,1995-09-11,0.0,0,0.0,Martin Enlen
634,Peanuts – Die Bank zahlt alles,1996-03-21,0.0,0,0.0,Carlo Rola
636,Nelly and Monsieur Arnaud,1996-04-12,0.0,0,0.0,Claude Sautet
637,Courage Under Fire,1996-07-04,2.1926,46000000,100860818.0,Edward Zwick
638,Mission: Impossible,1996-05-22,5.7212,80000000,457696359.0,Brian De Palma
639,Cold Fever,1995-02-10,0.0,0,0.0,Friðrik Þór Friðriksson
640,Moll Flanders,1996-06-14,0.0,0,0.0,Pen Densham
641,The Superwife,1996-03-06,0.0,0,0.0,Sönke Wortmann
642,"301, 302",1995-04-22,0.0,0,0.0,Park Chul-soo
643,DragonHeart,1996-05-31,2.0222,57000000,115267375.0,Rob Cohen
644,Und keiner weint mir nach,1996-02-29,0.0,0,0.0,Joseph Vilsmaier
645,My Mother's Courage,1995-09-12,0.0,0,0.0,Michael Verhoeven
646,Eddie,1996-05-31,0.0,0,0.0,Steve Rash
647,Yankee Zulu,1993-12-01,0.0,0,0.0,Gray Hofmeyr
648,Billy's Holiday,1995-07-26,0.0,0,0.0,Richard Wherrett
649,Purple Noon,1960-03-10,0.0,0,0.0,René Clément
650,August,1996-08-08,0.0,0,0.0,Anthony Hopkins
651,James and the Giant Peach,1996-04-12,0.7611,38000000,28921264.0,Henry Selick
652,Fear,1996-04-12,0.0,0,0.0,James Foley
653,Kids in the Hall: Brain Candy,1996-04-02,0.0,0,0.0,Kelly Makin
654,Faithful,1996-04-03,0.7531,13000000,9789900.0,Paul Mazursky
655,Underground,1995-04-11,0.0,14000000,0.0,Emir Kusturica
656,All Things Fair,1995-03-08,0.0,0,0.0,Bo Widerberg
657,Bloodsport II,1996-03-01,0.0,0,684351.0,Alan Mehrez
658,Pather Panchali,1955-08-26,0.0,0,536364.0,Satyajit Ray
659,The World of Apu,1959-05-01,0.0,0,16000.0,Satyajit Ray
660,Mystery Science Theater 3000: The Movie,1996-04-19,0.0,0,0.0,Jim Mallon
662,Space Jam,1996-11-15,3.1275,80000000,250200000.0,Joe Pytka
663,Barbarella,1968-10-10,0.2778,9000000,2500000.0,Roger Vadim
664,Hostile Intentions,1995-01-01,0.0,0,0.0,Catherine Cyran
665,They Bite,1996-01-01,0.0,0,0.0,Brett Piper
666,Some Folks Call It a Sling Blade,1994-03-26,0.0,0,0.0,George Hickenlooper
667,The Run of the Country,1995-09-22,0.0,0,0.0,Peter Yates
668,Alphaville,1965-05-05,0.0,220000,0.0,Jean-Luc Godard
669,Coup de Torchon,1981-11-04,0.0,0,0.0,Bertrand Tavernier
670,Tigrero: A Film That Was Never Made,1994-01-01,0.0,0,0.0,Mika Kaurismäki
671,The Eye of Vichy,1993-05-20,0.0,0,0.0,Claude Chabrol
672,Windows,1980-01-18,0.0,0,0.0,Gordon Willis
673,It's My Party,1996-03-22,0.0,0,0.0,Randal Kleiser
674,Country Life,1994-10-27,0.0,0,0.0,Michael Blakemore
675,Operation Dumbo Drop,1995-07-28,0.0,0,0.0,Simon Wincer
676,The Promise,1995-02-16,0.0,0,0.0,Margarethe von Trotta
677,Mrs. Winterbourne,1996-04-19,0.4028,25000000,10070000.0,Richard Benjamin
678,Solo,1996-10-23,0.0,0,0.0,Norberto Barba
679,Under The Domim Tree,1994-01-01,0.0,0,0.0,Eli Cohen
680,The Substitute,1996-04-19,0.0,0,0.0,Robert Mandel
681,True Crime,1996-03-12,0.0,0,0.0,Pat Verducci
682,Butterfly Kiss,1995-08-18,0.0,0,0.0,Michael Winterbottom
683,Feeling Minnesota,1996-09-13,0.0,0,0.0,Steven Baigelman
684,Delta of Venus,1995-06-09,0.0,0,62949.0,Zalman King
685,To Cross the Rubicon,1991-01-01,0.0,0,0.0,Barry Caillier
686,Angus,1995-09-15,0.0,0,0.0,Patrick Read Johnson
687,Priest Daens,1992-09-01,0.0,0,0.0,Stijn Coninx
688,Faces,1968-11-24,0.0,275000,0.0,John Cassavetes
689,Boys,1996-05-10,0.0,0,0.0,Stacy Cochran
690,The Quest,1996-04-19,1.9134,30000000,57400547.0,Jean-Claude Van Damme
691,Cosi,1996-03-04,0.0,0,0.0,Mark Joffe
692,Sunset Park,1996-04-26,0.0,0,0.0,Steve Gomer
693,Mulholland Falls,1996-04-26,0.0,0,0.0,Lee Tamahori
694,The Truth About Cats & Dogs,1996-04-26,0.0,0,0.0,Michael Lehmann
695,Oliver & Company,1988-11-18,2.392,31000000,74151346.0,George Scribner
696,Celtic Pride,1996-04-19,0.0,0,0.0,Tom DeCerchio
697,Flipper,1996-05-17,0.7865,25530000,20080020.0,Alan Shapiro
698,Captives,1994-05-03,0.0,0,0.0,Angela Pope
699,Of Love and Shadows,1994-05-10,0.0,0,0.0,Betty Kaplan
700,Dead Man,1995-12-23,0.0,9000000,0.0,Jim Jarmusch
701,The Horseman on the Roof,1995-09-20,0.4286,35000000,15000000.0,Jean-Paul Rappeneau
702,Switchblade Sisters,1975-01-05,0.0,0,0.0,Jack Hill 
703,Mouth to Mouth,1995-11-10,0.0,0,0.0,Manuel Gómez Pereira
704,The Visitors,1993-01-27,0.0,0,0.0,Jean-Marie Poiré
705,Multiplicity,1996-07-19,0.0,45000000,0.0,Harold Ramis
706,"The Haunted World of Edward D. Wood, Jr.",1996-05-01,0.0,0,0.0,Brett Thompson
707,Two Friends,2002-03-20,0.0,0,0.0,"Francesco Sframeli, Spiro Scimone"
708,The Craft,1996-05-03,1.6513,15000000,24769466.0,Andrew Fleming
709,The Great White Hype,1996-05-03,0.0,0,0.0,Reginald Hudlin
710,Last Dance,1996-05-02,0.0,0,5.0,Bruce Beresford
711,Cold Comfort Farm,1995-01-01,0.0,0,0.0,John Schlesinger
712,"Institute Benjamenta, or This Dream People Call Human Life",1995-08-01,0.0,0,0.0,"Stephen Quay, Timothy Quay"
713,Heaven's Prisoners,1996-05-17,0.0,25000000,0.0,Phil Joanou
714,Original Gangstas,1996-05-10,0.6279,4800000,3014000.0,Larry Cohen
715,The Rock,1996-06-06,4.4675,75000000,335062621.0,Michael Bay
