,title,generos,idioma,actores,overview,vote_count,popularity,runtime,release_date
632,Couples Retreat,"Comedy, Romance",English,"Vince Vaughn, Malin Åkerman, Jason Bateman, Kristen Bell, Jon Favreau, Ken Jeong, Kristin Davis, John Michael Higgins, Tasha Smith, Faizon Love, Temuera Morrison, Peter Serafinowicz, Karen David, Carlos Ponce, Kali Hawk, Jean Reno, Alexis Knapp, Gattlin Griffith","Four couples, all friends, descend on a tropical island resort. Though one husband and wife are there to work on their marriage, the others just want to enjoy some fun in the sun. They soon find, however, that paradise comes at a price: Participation in couples therapy sessions is mandatory. What started out as a cut-rate vacation turns into an examination of the common problems many face.",601,15.152577,113.0,2009-09-19
633,Die Hard: With a Vengeance,"Action, Thriller","English, Deutsch, Română","Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene, Colleen Camp, Larry Bryggman, Anthony Peck, Nicholas Wyman, Sam Phillips, Kevin Chamberlin, Sharon Washington, Stephen Pearlman, Michael Alexander Jackson, Aldis Hodge, Mischa Hausserman, Michael Cristofer, Tony Halme","New York detective John McClane is back and kicking bad-guy butt in the third installment of this action-packed series, which finds him teaming with civilian Zeus Carver to prevent the loss of innocent lives. McClane thought he'd seen it all, until a genius named Simon engages McClane, his new ""partner"" -- and his beloved city -- in a deadly game that demands their concentration.",2094,15.138855,128.0,1995-05-19
634,Easy A,Comedy,English,"Emma Stone, Amanda Bynes, Penn Badgley, Stanley Tucci, Lisa Kudrow, Cam Gigandet, Malcolm McDowell, Patricia Clarkson, Dan Byrd, Thomas Haden Church, Aly Michalka, Juliette Goglia, Johanna Braddy, Stacey Travis, Jake Sandvig, Lalaine, Mahaley Manning, Jessica Jann, Danni Katz, Nikki Tyler-Flynn, Norma Michaels, Jameson Moss, Blake Hood, Bryce Clyde Jenkins, Neil Soni, Bonnie Burroughs, Eddie Applegate, Yolanda Snowball, Andrew Fleming, David Gore, D'Anthony Palms, Ryan Parker, Rawson Marshall Thurber, Chris De Lorenzo, Jillian Johnston, Nancy Karr, Clay Black, Bradley Charles Etheridge, Veerta Motiani, Michael Strauss, Lance Kerfuffle, Drew Koles, Max Crumm, Jeremiah Hu, Jason Kropik, Yoshua Sudarso, Seth Donavan, Ashley Hereid, Zack Kennedy, Bobby C. King, Kristin Quick, Johnny Ruddell, Alexandra Swarens, Micah Van Hove, Julianne Celeste","After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.",2282,15.138144,92.0,2010-09-10
635,Alien Nation,"Crime, Science Fiction, Thriller",English,"James Caan, Mandy Patinkin, Terence Stamp, Kevyn Major Howard, Leslie Bevis, Peter Jason, Conrad Dunn, Jeff Kober, Roger Aaron Brown, Francis X. McCarthy, Brian Thompson, Tony Perez","A few years from now, Earth will have the first contact with an alien civilisation. These aliens, known as Newcomers, slowly begin to be integrated into human society after years of quarantine.",81,15.133316,91.0,1988-10-07
636,Saving Mr. Banks,"Comedy, Drama, History",English,"Emma Thompson, Tom Hanks, Paul Giamatti, Colin Farrell, Ruth Wilson, Jason Schwartzman, Bradley Whitford, Annie Rose Buckley, B. J. Novak, Kathy Baker, Lily Bigham, Melanie Paxson, Andy McPhee, Rachel Griffiths, Ronan Vibert, Fuschia Sumner, David Ross Paterson, Laura Waddell",Author P.L. Travers travels from London to Hollywood as Walt Disney Pictures adapts her novel Mary Poppins for the big screen.,1256,15.130888,125.0,2013-11-16
637,Bill & Ted's Excellent Adventure,"Adventure, Comedy, Science Fiction","English, Français, Deutsch, ελληνικά","Keanu Reeves, Alex Winter, George Carlin, Dan Shor, Hal Landon Jr., Amy Stock-Poynton, Terry Camilleri, Tony Steedman, Rod Loomis, Bernie Casey, Al Leong, Jane Wiedlin, Robert V. Barron, Clifford David, J. Patrick McNamara, Frazier Bain, Diane Franklin, Kimberley Kates, William Robbins, Steve Shepherd, Anne Machette, Traci Dawn Davis","In the small town of San Dimas, a few miles away from Los Angeles, there are two nearly brain dead teenage boys going by the names of Bill S, Preston ESQ. and Ted Theodore Logan, they have a dream together of starting their own rock and roll band called the ""Wyld Stallyns"". Unfortunately, they are still in high school and on the verge of failing out of their school as well, and if they do not pass their upcoming history report, they will be separated as a result of Ted's father sending him to military school. But, what Bill and Ted do not know is that they must stay together to save the future. So, a man from the future named Rufus came to help them pass their report. So, both Bill and Ted decided to gather up historical figures which they need for their report. They are hoping that this will help them pass their report so they can stay together.",464,15.109261,90.0,1989-02-17
638,The Grand Seduction,Comedy,English,"Brendan Gleeson, Taylor Kitsch, Gordon Pinsent, Liane Balaban, Mark Critch, Peter Keleghan, Mary Walsh, Margaret Killingbeck, Cathy Jones, Matt Watts","A small fishing village must procure a local doctor to secure a lucrative business contract. When unlikely candidate and big city doctor Paul Lewis lands in their lap for a trial residence, the townsfolk rally together to charm him into staying. As the doctor’s time in the village winds to a close, acting mayor Murray French has no choice but to pull out all the stops and begin The Grand Seduction.",109,15.108283,112.0,2014-05-30
639,Forgetting Sarah Marshall,"Comedy, Romance, Drama","English, 日本語, Deutsch","Jason Segel, Kristen Bell, Mila Kunis, Russell Brand, Bill Hader, Liz Cackowski, Maria Thayer, Jack McBrayer, Da'Vone McDonald, Steve Landesberg, Branscombe Richmond, Jonah Hill, Paul Rudd, Kala Alexander, Taylor Wily, William Baldwin, June Diane Raphael, Ahna O'Reilly, Jason Bateman, Carla Gallo, Kristen Wiig, Billy Bush, Carla Alapont, Michael Oosterom, Cynthia Lamontagne, Peter Salett","When Sarah Marshall dumps aspiring musician Peter Bretter for rock star Aldous Snow, Peter's world comes crashing down. His best friend suggests that Peter should get away from everything and to fly off to Hawaii to escape all his problems. After arriving in Hawaii and meeting the beautiful Rachel Jansen, Peter is shocked to see not only Aldous Snow in Hawaii, but also Sarah Marshall.",1194,15.106676,111.0,2008-04-17
640,The Taking of Pelham 1 2 3,"Thriller, Drama, Crime",English,"Denzel Washington, John Travolta, Luis Guzmán, Victor Gojcaj, John Turturro, James Gandolfini, Michael Rispoli, Ramón Rodríguez, Chance Kelly, Alice Kremelberg, Jason Butler Harner, John Benjamin Hickey, Alex Kaluzhsky, Gbenga Akinnagbe, Katherine Sigismund, Jake Siciliano, Gary Basaraba, Tonye Patano, Aunjanue Ellis, Ty Jones, Jonathan Rau, Billy Devlin","Armed men hijack a New York City subway train, holding the passengers hostage in return for a ransom, and turning an ordinary day's work for dispatcher Walter Garber into a face-off with the mastermind behind the crime.",971,15.09911,106.0,2009-06-11
641,Happy Feet,"Animation, Comedy",English,"Elijah Wood, Robin Williams, Brittany Murphy, Hugh Jackman, Nicole Kidman, Hugo Weaving, Anthony LaPaglia, E.G. Daily, Magda Szubanski, Miriam Margolyes, Carlos Alazraqui, Lombardo Boyar, Jeffrey Garcia, Johnny A. Sanchez, Fat Joe, Alyssa Shafer, Cesar Flores, Danny Mann, Mark Klastorin, Michael Cornacchia","Into the world of the Emperor Penguins, who find their soul mates through song, a penguin is born who cannot sing. But he can tap dance something fierce!",1457,15.088318,108.0,2006-11-16
642,The Contender,"Drama, Thriller",English,"Gary Oldman, Joan Allen, Jeff Bridges, Christian Slater, Sam Elliott, William Petersen, Saul Rubinek, Philip Baker Hall, Mike Binder, Kathryn Morris, Mariel Hemingway","Political thriller about Laine Hanson's nomination and confirmation as Vice President. An allegation that she was involved in a sexual orgy at the age of 19 is leaked to the press. As pressure mounts on Laine, she's torn between fighting back or sticking to her principles and refusing to comment on the allegations.",61,15.072042,126.0,2000-10-13
643,Good Will Hunting,Drama,English,"Robin Williams, Matt Damon, Ben Affleck, Stellan Skarsgård, Minnie Driver, Casey Affleck, Cole Hauser, John Mighton, Rachel Majorowski, Colleen McCauley, Matt Mercier, Ralph St. George, Rob Lynds, Dan Washington, Alison Folland, Derrick Bridgeman, Vik Sahay, Shannon Egleson, Rob Lyons, Steven Kozlowski, Jennifer Deathe, Scott William Winters, Philip Williams, Patrick O'Donnell, Kevin Rushton, Jimmy Flynn, Joe Cannon, Ann Matacunas, George Plimpton, Francesco Clemente, Jessica Morton, Barna Moricz, Libby Geller, Chas Lawther, Richard Fitzpatrick, Patrick O'Donnell, Frank Nakashima, Christopher Britton, David Eisner, Bruce Hunter, Robert Talvano, James Allodi, Michael Arthur, Riva Di Paola, Daniel Olsen, Christian Harmony, Harmony Korine, Thomas Lundy, Paul McGillicuddy, Stephen Trouskie, Elisabeth Anne Hughes","Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.",2880,15.064833,126.0,1997-12-05
644,Maverick,"Action, Adventure, Comedy, Drama, Western",English,"Mel Gibson, Jodie Foster, James Garner, Graham Greene, Alfred Molina, James Coburn, Dub Taylor, Geoffrey Lewis, Paul L. Smith, Dan Hedaya, Dennis Fimple, Denver Pyle, Clint Black, Max Perlich, Art LaFleur, Leo Gordon, Jean De Baer, Paul Brinegar, Hal Ketchum, Corey Feldman, John M. Woodward, Jesse Eric Carroll, Toshonnie Touchin, John Meier, Steven Chambers, Doc Duhame, Lauren Shuler Donner, Courtney Barilla, Kimberly Cullum, Gary Richard Frank, Read Morgan, Steve Kahan, Stephen Liska, Robert Jones, J. Mills Goodloe, Vilmos Zsigmond, Waylon Jennings, Kathy Mattea, Carlene Carter, Vince Gill, Janis Oliver Gill, William Smith, Chuck Hart, Doug McClure, Henry Darrow, Michael Paul Chan, Richard Blum, Bert Remsen, Robert Fuller, Donal Gibson, William Marshall, Bill Henderson, Cal Bartlett, Danny Glover, Margot Kidder, Reba McEntire, Bob Jennings, Frank Orsatti, Paul Tuerpe","Maverick is a gambler who would rather con someone than fight them. He needs an additional three thousand dollars in order to enter a Winner Take All poker game that begins in a few days. He tries to win some, tries to collect a few debts, and recover a little loot for the reward. He joins forces with a woman gambler with a marvelous southern accent as the two both try and enter the game.",490,15.050326,127.0,1994-05-20
645,The Day After Tomorrow,"Action, Adventure, Science Fiction, Thriller","English, 日本語, Français, العربية, Español","Dennis Quaid, Jake Gyllenhaal, Emmy Rossum, Dash Mihok, Jay O. Sanders, Sela Ward, Austin Nichols, Arjay Smith, Tamlyn Tomita, Sasha Roiz, Ian Holm, Nassim Sharara, Carl Alacchi, Kenneth Welsh, Michel 'Gish' Abou-Samah, Kenneth Moskow, Glenn Plummer, Adrian Lester, Nestor Serrano, John Maclaren, Richard Zeman, Perry King, Mimi Kuzyk, Vitali Makarov, Russell Yuen, Christopher Britton, Christian Tessier","After years of increases in the greenhouse effect,  havoc is wreaked globally in the form of catastrophic hurricanes, tornadoes, tidal waves, floods and the beginning of a new Ice Age. Paleoclimatologist, Jack Hall tries to warn the world while also shepherding to safety his son, trapped in New York after the city is overwhelmed by the start of the new big freeze.",2462,15.049695,124.0,2004-05-26
646,The Kid,"Fantasy, Comedy, Family",English,"Bruce Willis, Spencer Breslin, Emily Mortimer, Lily Tomlin, Chi McBride, Jean Smart, Dana Ivey, Daniel von Bargen, Stanley Anderson, Susan Dalian, Juanita Moore, Melissa McCarthy, Esther Scott, Deborah May, Vernee Watson-Johnson, Jan Hoag, Elizabeth Arlen, Alexandra Barreto, John Apicella, Brian McGregor, Reiley McClendon, Brian Tibbetts, Brian McLaughlin, Steve Tom, Marc Copage, Rod McLachlan, Scott Mosenson, Brian Fenwick, Duke Faeger, Toshiya Agata, Joshua Finkel, Lou Beatty Jr., E.J. Callahan, Daryl Anderson, Darrell Foster, Michael Wajacs, John Travis, Larry King, Jeri Ryan, Nick Chinlund, Stuart Scott, Rich Eisen, Kevon Edmonds, Julia Waters, Maxine Waters Willard, Stephanie Spruill, David C. Fisher, Tanisha Grant, Molly Marlette, Paul Moncrief, Kelly Nish, Matthew Perry, Dayna Price, Travis Rosario, Luigi Francis Shorty Rossi, Gary Weeks, Harold Greene","Powerful businessman Russ Duritz is self-absorbed and immersed in his work. But by the magic of the moon, he meets Rusty, a chubby, charming 8-year-old version of himself who can't believe he could turn out so badly -- with no life and no dog. With Rusty's help, Russ is able to reconcile the person he used to dream of being with the man he's actually become.",242,15.045725,104.0,2000-07-07
647,Blade,"Horror, Action","Pусский, English","Wesley Snipes, Stephen Dorff, Kris Kristofferson, N'Bushe Wright, Donal Logue, Udo Kier, Arly Jover, Traci Lords, Kevin Patrick Walls, Tim Guinee, Sanaa Lathan, Eric Edwards, Donna Wong, Carmen Thomas, Shannon Lee, Kenny Johnson, Clint Curtis, Judson Scott, Sidney S. Liufau, Keith Leon Williams, Andray Johnson, Stephen R. Peluso, Marcus Aurelius, John Enos III, Eboni 'Chrystal' Adams, Lyle Conway, Freeman White, D.V. DeVincentis, Marcus Salgado, Esau McKnight Jr., Erl Van Douglas, Matt Schulze, Lennox Brown, Yvette Ocampo, Irena Stepic, Jenya Lano, Levan Uchaneishvili, Richard 'Dr.' Baily, Nikki DiSanto, Ryan Glorioso, Jeff Imada, Elliott James, Stephen Norrington, Gerald Okamura, Frankie Ray, Carrie Seeley, Beth Theriac, Ted King","When Blade's mother was bitten by a vampire during pregnancy, she did not know that she gave her son a special gift while dying: All the good vampire attributes in combination with the best human skills. Blade and his mentor Whistler battle an evil vampire rebel (Deacon Frost) who plans to take over the outdated vampire council, capture Blade and resurrect voracious blood god La Magra.",1950,15.043454,120.0,1998-08-21
648,Moonwalkers,Comedy,English,"Rupert Grint, Ron Perlman, Robert Sheehan, Stephen Campbell Moore, Eric Lampaert, Kevin Bishop, Tom Audenaert, Erika Sainte, Jay Benedict, Kerry Shale, James Cosmo, John Flanders, Joe Sheridan, Andrew Blumenthal, Nathaniel Martello-White, Dan Poole, Thom Tuck","What if Apollo 11 never actually made it? What if, in reality, Stanley Kubrick secretly shot the famous images of the moon landing in a studio, working for the US administration? This is the premise of a totally plausible conspiracy theory that takes us to swinging sixties London, where a stubborn CIA agent will never find Kubrick but is forced to team up with a lousy manager of a seedy rock band to develop the biggest con of all time.",98,15.041341,107.0,2015-03-14
649,London Has Fallen,"Action, Crime, Thriller",English,"Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett, Melissa Leo, Robert Forster, Shivani Ghai, Sean O'Bryan, Radha Mitchell, Jackie Earle Haley, Charlotte Riley, Mehdi Dehbi, Colin Salmon, Alon Aboutboul, Jorge Leon Martinez, Waleed Zuaiter, Adel Bencherif, Michael Wildman, Penny Downie, Patrick Kennedy, Deborah Grant, Andrew Pleavin, Nigel Whitmey, Julia Montgomery Brown, Elsa Mollien, Philip Delancy, Nikesh Patel, Nancy Baldwin, Terence Beesley","In London for the Prime Minister's funeral, Mike Banning discovers a plot to assassinate all the attending world leaders.",1656,15.037993,99.0,2016-03-02
650,Survivor,Thriller,English,"Pierce Brosnan, Milla Jovovich, Dylan McDermott, Angela Bassett, Robert Forster, James D'Arcy, Roger Rees, Genevieve O'Reilly, Frances de la Tour, Sonya Cassidy, Antonia Thomas, Sean Teale, Rege-Jean Page, Jing Lusi, Benno Fürmann, Paddy Wallace, Parker Sawyers, Eddie Bagayawa, Alexis Peterman, Steven Robertson","A Foreign Service Officer in London tries to prevent a terrorist attack set to hit New York, but is forced to go on the run when she is framed for crimes she did not commit.",407,15.033568,96.0,2015-05-21
651,The Trials of Cate McCall,Drama,English,"Kate Beckinsale, Nick Nolte, James Cromwell, Mark Pellegrino, Clancy Brown, Taye Diggs, Isaiah Washington, Dale Dickey, Brendan Sexton III, Kathy Baker","In order to be reinstated to the bar and recover custody of her daughter, a hotshot lawyer, now in recovery and on probation, must take on the appeal of a woman wrongfully convicted of murder.",69,15.028038,89.0,2013-11-28
